样本索引,源视频文件名,预测标签,真实标签,吸吮行为次数,吸吮行为时长(秒),手脚活动次数,手脚活动时长(秒),皱眉次数,皱眉时长(秒),总行为次数,总持续时间(秒)
3492,2024-12-24 105557,微饿,饥饿,3,11.0,0,0.0,0,0.0,6,11.0
3496,2024-12-24 105557,微饿,饥饿,3,10.0,0,0.0,0,0.0,6,10.0
3500,2024-12-24 105557,微饿,饥饿,4,14.0,0,0.0,0,0.0,8,14.0
3502,2024-12-24 105557,微饿,饥饿,4,24.0,0,0.0,0,0.0,8,24.0
3503,2024-12-24 105557,微饿,饥饿,4,24.0,0,0.0,0,0.0,8,24.0
3504,2024-12-24 105557,微饿,饥饿,3,22.0,0,0.0,0,0.0,6,22.0
3505,2024-12-24 105557,微饿,饥饿,3,22.0,0,0.0,0,0.0,6,22.0
3522,2024-12-24 105557,微饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3523,2024-12-24 105557,微饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3524,2024-12-24 105557,微饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3528,2024-12-24 105557,饥饿,饱腹,0,0.0,0,0.0,0,0.0,2,9.0
3529,2024-12-24 105557,微饿,饱腹,0,0.0,0,0.0,0,0.0,2,9.0
3530,2024-12-24 105557,饥饿,饱腹,0,0.0,0,0.0,0,0.0,2,9.0
3531,2024-12-24 105557,饥饿,饱腹,0,0.0,0,0.0,0,0.0,2,9.0
3532,2024-12-24 105557,微饿,饱腹,0,0.0,0,0.0,0,0.0,2,9.0
3533,2024-12-24 105557,饥饿,饱腹,0,0.0,0,0.0,0,0.0,2,9.0
3534,2024-12-24 105557,饥饿,饱腹,0,0.0,0,0.0,0,0.0,2,9.0
3535,2024-12-24 105557,饥饿,饱腹,0,0.0,0,0.0,0,0.0,2,9.0
3536,2024-12-24 105557,饥饿,饱腹,0,0.0,0,0.0,0,0.0,2,9.0
3537,2024-12-24 105557,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3538,2024-12-24 105557,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3539,2024-12-24 105557,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3540,2024-12-24 105557,饥饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3541,2024-12-24 105557,饥饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3542,2024-12-24 105557,微饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3543,2024-12-24 105557,微饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3544,2024-12-24 105557,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
3545,2024-12-24 105557,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
3546,2024-12-24 105557,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
3547,2024-12-24 105557,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
3548,2024-12-24 105557,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
3549,2024-12-24 105557,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
3550,2024-12-24 105557,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
3552,2024-12-24 105557,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
3553,2024-12-24 105557,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
3554,2024-12-24 105557,饱腹,中性,0,0.0,0,0.0,0,0.0,4,87.0
3555,2024-12-24 105557,饱腹,中性,0,0.0,0,0.0,0,0.0,4,87.0
3556,2024-12-24 105557,饱腹,中性,0,0.0,0,0.0,0,0.0,6,93.0
3557,2024-12-24 105557,饱腹,中性,0,0.0,0,0.0,0,0.0,8,138.0
3558,2024-12-24 105557,饱腹,中性,0,0.0,0,0.0,0,0.0,8,138.0
3559,2024-12-24 105557,饱腹,中性,0,0.0,0,0.0,0,0.0,8,138.0
3560,2024-12-24 105557,饱腹,中性,0,0.0,0,0.0,0,0.0,6,137.0
3561,2024-12-24 105557,饱腹,中性,0,0.0,0,0.0,0,0.0,4,51.0
3569,2024-12-24 105557,饱腹,中性,0,0.0,0,0.0,0,0.0,10,136.0
3572,2024-12-24 134422,饥饿,微饿,0,0.0,7,151.0,4,66.0,20,161.0
3573,2024-12-24 134422,饥饿,微饿,0,0.0,7,151.0,4,66.0,20,161.0
3574,2024-12-24 134422,饥饿,微饿,0,0.0,7,151.0,4,66.0,20,161.0
3575,2024-12-24 134422,饥饿,微饿,0,0.0,7,136.0,6,79.0,19,147.0
3580,2024-12-24 134422,饥饿,微饿,2,9.0,4,48.0,2,13.0,12,51.0
3581,2024-12-24 134422,饥饿,微饿,2,9.0,4,48.0,2,13.0,12,51.0
3582,2024-12-24 134422,饥饿,微饿,2,9.0,4,48.0,2,13.0,12,51.0
3583,2024-12-24 134422,饥饿,微饿,2,9.0,4,48.0,2,13.0,12,51.0
3584,2024-12-24 134422,饥饿,微饿,2,9.0,3,36.0,2,13.0,10,39.0
3589,2024-12-24 134422,饥饿,微饿,7,41.0,8,50.0,3,12.0,25,58.0
3590,2024-12-24 134422,饥饿,微饿,5,32.0,7,42.0,3,12.0,21,49.0
3591,2024-12-24 134422,饥饿,微饿,5,32.0,7,42.0,3,12.0,21,49.0
3592,2024-12-24 134422,饥饿,微饿,5,32.0,7,42.0,3,12.0,21,49.0
3595,2024-12-24 134422,饥饿,微饿,1,15.0,4,26.0,0,0.0,8,26.0
3596,2024-12-24 134422,饥饿,微饿,0,0.0,1,3.0,0,0.0,2,3.0
3607,2024-12-24 134422,微饿,饥饿,0,0.0,5,27.0,2,17.0,13,32.0
3609,2024-12-24 134422,微饿,饥饿,0,0.0,3,20.0,0,0.0,8,25.0
3617,2024-12-24 134422,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
3618,2024-12-24 134422,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
3619,2024-12-24 134422,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
3620,2024-12-24 134422,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
3621,2024-12-24 134422,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
3623,2024-12-24 134422,饱腹,饥饿,0,0.0,3,43.0,0,0.0,8,45.0
3624,2024-12-24 134422,微饿,饥饿,0,0.0,3,43.0,0,0.0,8,45.0
3625,2024-12-24 134422,微饿,饥饿,0,0.0,3,43.0,0,0.0,8,45.0
3626,2024-12-24 134422,微饿,饥饿,0,0.0,4,57.0,0,0.0,10,59.0
3629,2024-12-24 134422,饥饿,饱腹,2,6.0,4,57.0,1,3.0,18,67.0
3630,2024-12-24 134422,饥饿,饱腹,2,6.0,4,57.0,1,3.0,18,67.0
3631,2024-12-24 134422,饥饿,饱腹,2,6.0,4,57.0,1,3.0,18,67.0
3632,2024-12-24 134422,饥饿,饱腹,2,6.0,2,26.0,1,3.0,12,34.0
3633,2024-12-24 134422,饥饿,饱腹,2,6.0,1,14.0,1,3.0,10,22.0
3634,2024-12-24 134422,饥饿,饱腹,2,6.0,1,14.0,1,3.0,10,22.0
3635,2024-12-24 134422,饥饿,饱腹,2,6.0,1,14.0,1,3.0,10,22.0
3636,2024-12-24 134422,饥饿,饱腹,2,6.0,0,0.0,1,3.0,8,8.0
3639,2024-12-24 134422,中性,饱腹,0,0.0,0,0.0,0,0.0,4,215.0
3640,2024-12-24 134422,中性,饱腹,0,0.0,0,0.0,0,0.0,2,3.0
3641,2024-12-24 134422,中性,饱腹,0,0.0,0,0.0,0,0.0,2,3.0
3642,2024-12-24 134422,中性,饱腹,0,0.0,0,0.0,0,0.0,2,3.0
3643,2024-12-24 134422,中性,饱腹,0,0.0,0,0.0,0,0.0,2,3.0
3644,2024-12-24 134422,中性,饱腹,0,0.0,0,0.0,0,0.0,2,3.0
3645,2024-12-24 134422,中性,饱腹,0,0.0,0,0.0,0,0.0,2,3.0
3646,2024-12-24 134422,中性,饱腹,0,0.0,0,0.0,0,0.0,2,3.0
3647,2024-12-24 134422,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3648,2024-12-24 134422,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3649,2024-12-24 134422,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3650,2024-12-24 134422,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3651,2024-12-24 134422,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3652,2024-12-24 134422,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3653,2024-12-24 134422,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3654,2024-12-24 134422,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3655,2024-12-24 134422,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3656,2024-12-24 134422,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3694,2024-12-25 110129,饥饿,微饿,2,24.0,23,292.0,5,35.0,53,292.0
3695,2024-12-25 110129,饥饿,微饿,1,4.0,23,259.0,6,44.0,53,259.0
3696,2024-12-25 110129,饥饿,微饿,1,4.0,25,279.0,7,51.0,57,279.0
3697,2024-12-25 110129,饥饿,微饿,1,4.0,28,275.0,10,67.0,66,275.0
3698,2024-12-25 110129,饥饿,微饿,1,4.0,28,290.0,10,82.0,67,290.0
3699,2024-12-25 110129,饥饿,微饿,1,4.0,26,278.0,9,77.0,62,278.0
3700,2024-12-25 110129,饥饿,微饿,1,4.0,24,268.0,10,91.0,59,268.0
3701,2024-12-25 110129,饥饿,微饿,1,4.0,24,283.0,11,98.0,59,283.0
3702,2024-12-25 110129,饥饿,微饿,1,4.0,22,256.0,11,98.0,55,256.0
3703,2024-12-25 110129,饥饿,微饿,0,0.0,19,218.0,11,98.0,48,218.0
3704,2024-12-25 110129,饥饿,微饿,0,0.0,18,274.0,10,155.0,44,274.0
3705,2024-12-25 110129,饥饿,微饿,0,0.0,18,279.0,10,156.0,45,279.0
3706,2024-12-25 110129,饥饿,微饿,0,0.0,17,260.0,9,149.0,43,260.0
3707,2024-12-25 110129,饥饿,微饿,0,0.0,12,211.0,5,105.0,29,211.0
3708,2024-12-25 110129,饥饿,微饿,0,0.0,13,269.0,6,174.0,32,269.0
3709,2024-12-25 110129,饥饿,微饿,0,0.0,12,259.0,6,174.0,30,259.0
3712,2024-12-25 110129,微饿,饥饿,0,0.0,10,255.0,4,153.0,24,255.0
3713,2024-12-25 110129,微饿,饥饿,1,2.0,11,266.0,4,153.0,28,268.0
3714,2024-12-25 110129,微饿,饥饿,1,2.0,9,240.0,3,145.0,23,242.0
3716,2024-12-25 110129,微饿,饥饿,1,2.0,6,154.0,1,66.0,15,156.0
3717,2024-12-25 110129,微饿,饥饿,1,2.0,6,154.0,1,66.0,15,156.0
3718,2024-12-25 110129,微饿,饥饿,1,2.0,4,79.0,0,0.0,10,81.0
3722,2024-12-25 110129,微饿,饥饿,3,12.0,7,195.0,1,150.0,19,199.0
3726,2024-12-25 110129,微饿,饥饿,2,10.0,8,77.0,0,0.0,18,79.0
3730,2024-12-25 110129,微饿,饥饿,1,2.0,4,60.0,0,0.0,10,62.0
3734,2024-12-25 110129,饱腹,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
3735,2024-12-25 110129,微饿,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
3737,2024-12-25 110129,饱腹,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
3738,2024-12-25 110129,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
3739,2024-12-25 110129,饱腹,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
3749,2024-12-25 110129,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3750,2024-12-25 110129,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3751,2024-12-25 110129,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3752,2024-12-25 110129,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3753,2024-12-25 110129,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3755,2024-12-25 110129,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3756,2024-12-25 110129,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3757,2024-12-25 110129,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3758,2024-12-25 110129,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3759,2024-12-25 110129,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3760,2024-12-25 110129,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3761,2024-12-25 110129,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3762,2024-12-25 110129,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3763,2024-12-25 110129,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3764,2024-12-25 110129,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3765,2024-12-25 110129,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
3766,2024-12-25 110129,中性,饱腹,0,0.0,0,0.0,0,0.0,2,160.0
3767,2024-12-25 110129,中性,饱腹,0,0.0,0,0.0,0,0.0,2,160.0
3768,2024-12-25 110129,中性,饱腹,0,0.0,0,0.0,0,0.0,2,160.0
3769,2024-12-25 110129,中性,饱腹,0,0.0,0,0.0,0,0.0,2,160.0
3776,2024-12-25 110129,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
3781,2024-12-25 110129,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
3787,2024-12-25 110129,饥饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
3798,2024-12-25 110129,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
3799,2024-12-25 110129,饥饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
3800,2024-12-26 135251,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
3801,2024-12-26 135251,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
3802,2024-12-26 135251,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
3803,2024-12-26 135251,饱腹,微饿,0,0.0,0,0.0,0,0.0,0,0.0
3804,2024-12-26 135251,饱腹,微饿,0,0.0,0,0.0,0,0.0,0,0.0
3805,2024-12-26 135251,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
3806,2024-12-26 135251,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
3807,2024-12-26 135251,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
3813,2024-12-26 135251,饥饿,微饿,1,7.0,1,23.0,1,8.0,7,38.0
3814,2024-12-26 135251,饥饿,微饿,1,7.0,1,23.0,1,8.0,7,38.0
3817,2024-12-26 135251,饥饿,微饿,1,7.0,1,23.0,1,8.0,7,38.0
3820,2024-12-26 135251,微饿,饥饿,0,0.0,1,23.0,1,8.0,4,31.0
3821,2024-12-26 135251,微饿,饥饿,0,0.0,1,23.0,1,8.0,4,31.0
3823,2024-12-26 135251,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
3824,2024-12-26 135251,饱腹,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
3825,2024-12-26 135251,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
3826,2024-12-26 135251,饱腹,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
3836,2024-12-26 135251,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
3837,2024-12-26 135251,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
3838,2024-12-26 135251,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
3839,2024-12-26 135251,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
3840,2024-12-26 135251,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
3841,2024-12-26 135251,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
3842,2024-12-26 135251,饱腹,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
3843,2024-12-26 135251,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
3844,2024-12-26 135251,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
3845,2024-12-26 135251,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
3849,2024-12-26 135251,饱腹,饥饿,0,0.0,1,49.0,0,0.0,2,49.0
3878,2024-12-26 135251,中性,饱腹,0,0.0,0,0.0,0,0.0,2,70.0
3880,2024-12-26 135251,饱腹,中性,0,0.0,0,0.0,0,0.0,4,205.0
3882,2024-12-26 135251,饱腹,中性,0,0.0,0,0.0,0,0.0,6,179.0
3883,2024-12-26 135251,饱腹,中性,0,0.0,0,0.0,0,0.0,8,189.0
3886,2024-12-26 135251,饱腹,中性,0,0.0,0,0.0,0,0.0,6,54.0
3887,2024-12-26 135251,饱腹,中性,0,0.0,0,0.0,0,0.0,6,54.0
3889,2024-12-26 135251,饱腹,中性,0,0.0,0,0.0,0,0.0,6,54.0
3892,2024-12-26 135251,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
3893,2024-12-26 135251,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
3894,2024-12-26 135251,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
3895,2024-12-26 135251,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
3896,2024-12-26 135251,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
3897,2024-12-26 135251,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
3898,2024-12-26 135251,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
3902,2024-12-26 135251,饱腹,中性,0,0.0,0,0.0,0,0.0,2,143.0
3905,2024-12-26 135251,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
3910,2024-12-26 135104,饥饿,微饿,0,0.0,4,44.0,1,14.0,9,44.0
3911,2024-12-26 135104,饥饿,微饿,0,0.0,1,11.0,0,0.0,2,11.0
3914,2024-12-26 135104,饥饿,微饿,0,0.0,3,38.0,2,4.0,10,42.0
3915,2024-12-26 135104,饥饿,微饿,0,0.0,3,38.0,2,4.0,10,42.0
3916,2024-12-26 135104,饥饿,微饿,0,0.0,4,99.0,3,65.0,13,103.0
3917,2024-12-26 135104,饥饿,微饿,0,0.0,6,122.0,3,65.0,17,126.0
3918,2024-12-26 135104,饥饿,微饿,0,0.0,6,122.0,3,65.0,17,126.0
3919,2024-12-26 135104,饥饿,微饿,0,0.0,6,122.0,3,65.0,17,126.0
3920,2024-12-26 135104,饥饿,微饿,0,0.0,5,111.0,3,65.0,15,115.0
3922,2024-12-26 135104,饥饿,微饿,0,0.0,8,218.0,5,195.0,23,224.0
3923,2024-12-26 135104,饥饿,微饿,0,0.0,8,218.0,6,200.0,25,229.0
3924,2024-12-26 135104,饥饿,微饿,0,0.0,6,156.0,4,137.0,18,165.0
3928,2024-12-26 135104,饥饿,微饿,0,0.0,10,129.0,6,109.0,29,199.0
3929,2024-12-26 135104,微饿,饥饿,0,0.0,12,160.0,7,129.0,33,230.0
3933,2024-12-26 135104,微饿,饥饿,1,4.0,17,152.0,5,93.0,40,217.0
3938,2024-12-26 135104,微饿,饥饿,1,4.0,13,212.0,4,176.0,30,216.0
3941,2024-12-26 135104,微饿,饥饿,1,4.0,9,139.0,2,105.0,21,143.0
3943,2024-12-26 135104,微饿,饥饿,0,0.0,3,21.0,0,0.0,6,21.0
3951,2024-12-26 135104,微饿,饥饿,0,0.0,8,58.0,7,66.0,25,88.0
3976,2024-12-26 135104,中性,饱腹,0,0.0,0,0.0,0,0.0,6,238.0
3977,2024-12-26 135104,中性,饱腹,0,0.0,0,0.0,0,0.0,2,16.0
3978,2024-12-26 135104,中性,饱腹,0,0.0,0,0.0,0,0.0,2,16.0
3980,2024-12-26 135104,中性,饱腹,0,0.0,0,0.0,0,0.0,4,96.0
3981,2024-12-26 135104,中性,饱腹,0,0.0,0,0.0,0,0.0,4,96.0
3982,2024-12-26 135104,中性,饱腹,0,0.0,0,0.0,0,0.0,4,96.0
3983,2024-12-26 135104,中性,饱腹,0,0.0,0,0.0,0,0.0,6,149.0
3984,2024-12-26 135104,中性,饱腹,0,0.0,0,0.0,0,0.0,4,133.0
3985,2024-12-26 135104,中性,饱腹,0,0.0,0,0.0,0,0.0,6,192.0
3986,2024-12-26 135104,中性,饱腹,0,0.0,0,0.0,0,0.0,4,112.0
3987,2024-12-26 135104,中性,饱腹,0,0.0,0,0.0,0,0.0,6,124.0
3988,2024-12-26 135104,中性,饱腹,0,0.0,0,0.0,0,0.0,6,124.0
3992,2024-12-26 135104,饱腹,中性,0,0.0,0,0.0,0,0.0,6,100.0
3993,2024-12-26 135104,饱腹,中性,0,0.0,0,0.0,0,0.0,4,41.0
3995,2024-12-26 135104,饱腹,中性,0,0.0,0,0.0,0,0.0,4,41.0
3996,2024-12-26 135104,饱腹,中性,0,0.0,0,0.0,0,0.0,6,115.0
3999,2024-12-26 135104,饱腹,中性,0,0.0,0,0.0,0,0.0,2,74.0
4000,2024-12-26 135104,饱腹,中性,0,0.0,0,0.0,0,0.0,2,74.0
4001,2024-12-26 135104,饱腹,中性,0,0.0,0,0.0,0,0.0,2,74.0
4009,2024-12-26 135104,饱腹,中性,0,0.0,0,0.0,0,0.0,4,130.0
4010,2024-12-26 135104,饱腹,中性,0,0.0,0,0.0,0,0.0,4,130.0
4011,2024-12-26 135104,饱腹,中性,0,0.0,0,0.0,0,0.0,4,130.0
4013,2024-12-26 135104,饱腹,中性,0,0.0,0,0.0,0,0.0,6,168.0
4024,2024-12-27 140329,饥饿,微饿,2,21.0,12,190.0,0,0.0,24,190.0
4030,2024-12-27 140329,饥饿,微饿,2,23.0,11,155.0,0,0.0,22,155.0
4033,2024-12-27 140329,饥饿,微饿,4,15.0,12,177.0,0,0.0,25,177.0
4034,2024-12-27 140329,饥饿,微饿,4,15.0,12,162.0,0,0.0,25,162.0
4037,2024-12-27 140329,饥饿,微饿,3,11.0,8,123.0,0,0.0,17,123.0
4038,2024-12-27 140329,饥饿,微饿,3,11.0,10,137.0,0,0.0,21,137.0
4039,2024-12-27 140329,饥饿,微饿,3,11.0,11,142.0,0,0.0,23,142.0
4046,2024-12-27 140329,饥饿,微饿,2,22.0,10,117.0,1,1.0,22,118.0
4048,2024-12-27 140329,饥饿,微饿,2,22.0,12,117.0,1,1.0,26,118.0
4051,2024-12-27 140329,微饿,饥饿,1,2.0,10,149.0,2,18.0,22,150.0
4052,2024-12-27 140329,微饿,饥饿,0,0.0,10,156.0,3,22.0,23,157.0
4059,2024-12-27 140329,微饿,饥饿,0,0.0,14,232.0,3,24.0,29,232.0
4063,2024-12-27 140329,微饿,饥饿,0,0.0,11,206.0,2,5.0,22,206.0
4064,2024-12-27 140329,微饿,饥饿,0,0.0,13,229.0,2,5.0,26,229.0
4065,2024-12-27 140329,微饿,饥饿,0,0.0,11,180.0,2,5.0,22,180.0
4067,2024-12-27 140329,微饿,饥饿,0,0.0,9,156.0,1,2.0,18,156.0
4069,2024-12-27 140329,微饿,饥饿,0,0.0,6,55.0,2,15.0,12,55.0
4070,2024-12-27 140329,微饿,饥饿,0,0.0,8,85.0,3,17.0,16,85.0
4071,2024-12-27 140329,微饿,饥饿,0,0.0,12,115.0,4,34.0,24,115.0
4072,2024-12-27 140329,微饿,饥饿,0,0.0,18,143.0,7,50.0,38,143.0
4084,2024-12-27 140329,饥饿,饱腹,0,0.0,3,108.0,2,105.0,11,110.0
4088,2024-12-27 140329,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
4090,2024-12-27 140329,饥饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
4091,2024-12-27 140329,微饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
4092,2024-12-27 140329,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
4093,2024-12-27 140329,微饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
4094,2024-12-27 140329,中性,饱腹,0,0.0,0,0.0,0,0.0,2,273.0
4095,2024-12-27 140329,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
4097,2024-12-27 140329,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
4100,2024-12-27 140329,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
4101,2024-12-27 140329,微饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
4102,2024-12-27 140329,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
4103,2024-12-27 140329,微饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
4104,2024-12-27 140329,饥饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
4106,2024-12-27 140329,微饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
4108,2024-12-27 140329,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
4109,2024-12-27 140329,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
4110,2024-12-27 140329,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
4111,2024-12-27 140329,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
4112,2024-12-27 140329,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
4113,2024-12-27 140329,饥饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
4114,2024-12-27 140329,饥饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
4115,2024-12-27 140329,饥饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
4116,2024-12-27 140329,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
4117,2024-12-27 140329,饥饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
4118,2024-12-27 140329,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
4119,2024-12-27 140329,饥饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
4120,2024-12-27 140329,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
4121,2024-12-27 140329,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
4122,2024-12-27 140329,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
4123,2024-12-27 140329,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
4124,2024-12-27 140329,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
4125,2024-12-27 140329,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
4126,2024-12-27 140329,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
4127,2024-12-27 140329,饥饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
4128,2024-12-27 140329,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
4129,2024-12-27 140329,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
4130,2024-12-27 140329,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
4131,2024-12-27 140329,饥饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
4135,2024-12-30 135134,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
4136,2024-12-30 135134,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
4137,2024-12-30 135134,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
4138,2024-12-30 135134,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
4148,2024-12-30 135134,微饿,饥饿,1,6.0,4,25.0,1,2.0,15,40.0
4149,2024-12-30 135134,微饿,饥饿,0,0.0,4,25.0,1,2.0,10,28.0
4150,2024-12-30 135134,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
4151,2024-12-30 135134,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
4152,2024-12-30 135134,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
